bsb,oai_identifier,datestamp,title,description,publisher,date,language,type,identifier,contributor,creator,subject
bsb10624164,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022397229707356-63664,2024-07-02,"Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine. Nummer 9, Vergleichende Haupt-Uebersicht der seit 1836 jährlich in den freien Verkehr des Zoll-Vereins getretenen und der aus dem freien Verkehr des Zoll-Vereins ausgegangenen Waaren : für das Jahr ... / [1865]","zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zoll-Vereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Merc. 32 k,II-1865",Berlin : Reimer,1865,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10624164-6,Deutscher Zollverein,,
bsb10741974,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV003980832-50886,2022-07-31,"Das österreichische Münzwesen vom Jahre 1524 bis 1838 in historischer, statistischer und legislativer Hinsicht : mit besonderer Berücksichtigung der allgemeinen deutschen Reichsmünzsysteme, der Münzverhältnisse fast aller in Europa während dieser Zeit coursierenden Gold-, Silber- und Kupfer-Geldsorten, und ihrere Balvierung nach dem österreichischen Münzfuße / 1,1 : Historischer, statistischer Theil","von Siegfried Becher | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Num.rec. 6 h-1,1/2",Wien : Mösle,1838,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10741974-9,,"Becher, Siegfried",
bsb11461039,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991017332739707356-4432,2024-07-23,"Übersichts-Tabelle der Ein-, Aus- und Durchfuhr : im Jahr ... / 1883","Schweizerische Eidgenossenschaft | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Merc. 51 u-1873/84",bern,1883,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11461039-6,Schweiz,,
bsb11461040,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991017332799707356-15226,2024-07-03,"Übersichts-Tabelle der Ein-, Aus- und Durchfuhr : im Jahr ... / 1884","Schweizerische Eidgenossenschaft | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Merc. 51 u-1873/84",bern,1884,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11461040-8,Schweiz,,
bsb10684967,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV005901677-13850,2022-07-07,"Dissertations Sur La Rareté, Les Differentes Grandeurs Et La Contrefaction Des Médailles Antiques : Avec Des Tables Du Dégré De Rareté Des Médailles Des Anciens Peuples, Villes, Rois Et Des Empereurs Romains","Le Tout Traduit De Jean Pinkerton, Et Augmentè Des Indices Nècessaires Par Jean Godefroi Lipsius. Avec Une Géographie Numismatique Complette Des Anciens Peuples, Villes Et Rois | Enthält 7 Kupferstichillustrationen im Text | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Num.ant. 134 y",à Dresde : Chez Les Freres Walther,1795.,fre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10684967-9,"Lipsius, Johann Gottfried | Walther'sche Hofbuchhandlung (Dresden)","Pinkerton, John",
bsb11021596,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV019388026-1846,2021-11-07,"John Pinkerton's Abhandlung von der Seltenheit, den verschiedenen Größen, und der Nachahmung alter Münzen : Ebendesselben tabellarische Uebersicht von dem Grade der Seltenheit der Münzen alter Völker, Städte, Könige und Röm. Kaiser","Aus dem Englischen übersetzt und mit den nöthigen Registern versehen von Johann Gottfried Lipsius. Nebst einer vollständigen numismatischen Geographie der alten Völker, Städte und Könige | Vorlageform des Erscheinungsvermerks: Dresden, 1795. In der Waltherischen Hofbuchhandlung | Enth.: Joannis Pinkertonii Notitia Raritatis Numismatum Populorum Veterum ... Joannis Friderici Wackeri Geographia Numismatica, Seu Numorum Veterum Populorum Et Urbium Autonomōn Geographico ... | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Num.ant. 135",Dresden : Walther,1795,ger | lat,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11021596-0,"Lipsius, Johann Gottfried","Pinkerton, John",
bsb11034263,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022398629707356-19042,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1848,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701-1848/60",Berlin : Reimer,1848,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034263-6,Deutscher Zollverein,,
bsb11461036,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991017332579707356-47517,2024-07-23,"Übersichts-Tabelle der Ein-, Aus- und Durchfuhr : im Jahr ... / 1880","Schweizerische Eidgenossenschaft | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Merc. 51 u-1873/84",bern,1880,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11461036-5,Schweiz,,
bsb11314048,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991001024409707356-30773,2024-07-02,Jahrbücher für Nationalökonomie und Statistik : = Journal of economics and statistics / 25. 1875,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 76 id-25",Jena : Mauke,1875,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11314048-7,,,Jahrbücher für Nationalökonomie und Statistik | Geschichte 1963-2013 | Wirtschaftspolitik | Wirtschaftsindikator | Volkswirtschaftslehre | Wirtschaftstheorie
bsb11381110,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991017332549707356-46446,2024-07-23,"Übersichts-Tabelle der Ein-, Aus- und Durchfuhr : im Jahr ... / 1879","Schweizerische Eidgenossenschaft | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Merc. 51 u-1873/84",bern,1879,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11381110-3,Schweiz,,
bsb11461037,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991017332639707356-11668,2024-07-23,"Übersichts-Tabelle der Ein-, Aus- und Durchfuhr : im Jahr ... / 1881","Schweizerische Eidgenossenschaft | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Merc. 51 u-1873/84",bern,1881,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11461037-1,Schweiz,,
bsb11461038,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991017332709707356-7587,2024-07-23,"Übersichts-Tabelle der Ein-, Aus- und Durchfuhr : im Jahr ... / 1882","Schweizerische Eidgenossenschaft | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Merc. 51 u-1873/84",bern,1882,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11461038-6,Schweiz,,
bsb10290810,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV020201785-21600,2022-07-29,"History of the rise and progress of the iron trade of the United States from 1621 to 1857 : With numerous statistical tables, relating to the manufacture, importation, exportation, and prices of iron for more than a century","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 76 q",New York : Wiley & Halsted,1858,eng,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10290810-8,,"French, B. F.","Iron industry and trade, United States | USA"
bsb10292438,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV020957843-4079,2021-11-09,"Tabellen über Längen-, Flächen- und Körpermaaße, über den innern und gangbaren Werth der Münzen, über Vergleichung verschiedener Handelsgewichte, Ellen-, Getreid- und Getränkmaaße aller Länder, dann über das spezifische gewicht und der Verhältnißzahlen bei Flüssigkeiten, Metall, Mineralien, Holz etc. nach bayerischem Kubikschuh und Gewicht berechnet und zu verschiedenen Anwendungen geordnet etc nach der II. Abtheilung des mathematischen Werkes","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 402 r",Kempten : Dannheimer,1843,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10292438-1,,"Reber, Peter",
bsb10311814,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV035352693-23907,2022-09-05,"Ueber allgemeines Maas und Gewicht aus den Forderungen der Natur, des Handels, der Polizey und der gegenwärtigen noch üblichen Maase und Gewichte abgeleitet : mit Vorschlägen zu mittleren Maasen und Gewichten und zu Münzen in leichtfaßlichen Verhältnissen mit den metrischen, unter vorzüglicher Rücksicht und Anwendung auf rheinische Lande / 2 : Zweyter Theil mit einem Titelkupfer, drey Maassystem- und XIV. Verwandlungstabellen","Von Michael Friedrich Wild | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 265 m-1/2",Carlsruhe : Müller,1815,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10311814-1,,"Wild, Michael Friedrich",
bsb10227713,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV020252351-60041,2021-11-05,Tabelle zur Berechnung der Zinsen von 1 Silbengroschen bis 100 Thaler für einen Tag bis zu einem Jahr,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 135,33",Glogau : Od. später C. Flemming,1842,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10227713-1,,"Jacobi, ...",
bsb10292464,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV001613846-51066,2022-09-25,Tafeln zur Verwandlung des Längen- und Hohl-Maßes so wie des Gewichts und der Rechnungs-Münzen aller Hauptländer Europens und dessen vorzüglichsten Handelsplätze : mit Rücksicht auf die für den europäischen Handel wichtigen Orde der übrigen Welttheile / 3 : Tafeln der Handels- und Artillerie-Gewichte,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 407 h-3",Leipzig : Fleischer [u.a.],1823,ger | fre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10292464-5,,"Löhmann, Friedrich",
bsb10292465,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV001613847-47809,2022-09-25,Tafeln zur Verwandlung des Längen- und Hohl-Maßes so wie des Gewichts und der Rechnungs-Münzen aller Hauptländer Europens und dessen vorzüglichsten Handelsplätze : mit Rücksicht auf die für den europäischen Handel wichtigen Orde der übrigen Welttheile / 4 : Tafeln der Rechnungsmünzen,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 407 h-4",Leipzig : Fleischer [u.a.],1826,ger | fre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10292465-1,,"Löhmann, Friedrich",
bsb11034264,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022398699707356-12554,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1849,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701-1848/60",Berlin : Reimer,1849,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034264-2,Deutscher Zollverein,,
bsb11034265,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022398749707356-59408,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1850,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701-1848/60",Berlin : Reimer,1850,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034265-7,Deutscher Zollverein,,
bsb11034275,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022399269707356-9182,2024-07-02,"Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine. Nummer 6, Übersicht der Waaren-Mengen und sonstigen Gegenstände, wofür in den einzelnen Hauptamtsbezirken des Gesammt-Zollvereins im Jahre ... Durchgangs-Abgaben erhoben worden sind / 1860","zsgest. von d. Central-Büreau d. Zoll-Vereins | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701-1848/60",Berlin : Reimer,1860,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034275-2,Deutscher Zollverein,,
bsb11576995,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991001025419707356-19270,2024-07-03,"Jahrbücher für Nationalökonomie und Statistik : = Journal of economics and statistics / 41 = N.F., Bd. 7. 1883","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 76 id-41",Stuttgart ; Jena [u.a.] : Fischer,1883,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11576995-5,,,Jahrbücher für Nationalökonomie und Statistik | Geschichte 1963-2013 | Wirtschaftspolitik | Wirtschaftsindikator | Volkswirtschaftslehre | Wirtschaftstheorie
bsb10228042,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV001672484-40071,2021-11-09,"Enquête relative à diverses prohibitions établies à l'entrée des produits étrangers, commencée le 8 octobre 1834, sous la présidence de T. Duchâtel / 2. Poteries. Plaqués. Verreries. - 1835. - 329,8 S.","[France, Ministère des Travaux Publics, de l'Agriculture et du Commerce] | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 708 r-2",Paris : Imp. Royale,1835,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10228042-0,"Frankreich, Ministère des travaux publics",,
bsb10291251,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV020291192-23584,2022-07-30,"Essai sur l'appréciation de la fortune privée au moyen age, relativement aux variations des valeurs monétaires et du pouvoir commercial de l'argent: suivi d'un examen critique des tables de prix du marc d'argent, depuis l'époque des St. Louis","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 125 h",Paris : Guillaumin,1847,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10291251-8,,"Leber, C.",
bsb10347656,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991028368289707356-15313,2024-07-03,État des pensions du Département de la Marine : accordées depuis la formation du tableau arrêté au ... jusqu'au ... / 1818/19 (1820),"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Cam. 136 o-1818/19",Paris : Impr. Royale,1820,fre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10347656-7,,"Frankreich, Ministère de la Marine et des Colonies",
bsb10292388,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV001650062-52288,2021-11-09,"Ueber Hamburgs Handel / [2]. 1. Fortsetzung: Statistik des hamburgischen Handels 1839, 1840, 1841. - 1842. - VIII, 420 S.","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 343 x-2",Hamburg : Hoffmann und Campe,1842,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10292388-3,,"Soetbeer, Adolf",
bsb10942937,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991017332449707356-35242,2024-07-23,"Übersichts-Tabelle der Ein-, Aus- und Durchfuhr : im Jahr ... / 1873","Schweizerische Eidgenossenschaft | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Merc. 51 u-1873/84",bern,1873,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10942937-9,Schweiz,,
bsb10388362,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991001023619707356-6951,2024-07-03,Jahrbücher für Nationalökonomie und Statistik : = Journal of economics and statistics / 12. 1869,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 76 id-12",Jena : Mauke,1869,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10388362-0,,,Jahrbücher für Nationalökonomie und Statistik | Geschichte 1963-2013 | Wirtschaftspolitik | Wirtschaftsindikator | Volkswirtschaftslehre | Wirtschaftstheorie
bsb11034276,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022397959707356-28477,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1848,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 a-1848/60",Berlin : Reimer,1848,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034276-8,Deutscher Zollverein,,
bsb11034279,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022398129707356-64679,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1851,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 a-1848/60",Berlin : Reimer,1851,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034279-8,Deutscher Zollverein,,
bsb10291774,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV001650063-627,2021-11-09,Ueber Hamburgs Handel / 3 : Statistik des Hamburgischen Handels : 1842. 1843. 1844.,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 231 f-3",Hamburg : Hoffmann und Campe,1846,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10291774-1,,"Soetbeer, Adolf",
bsb11034272,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022399109707356-18703,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1857,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701-1848/60",Berlin : Reimer,1857,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034272-6,Deutscher Zollverein,,
bsb11034277,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022398039707356-21342,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1849,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 a-1848/60",Berlin : Reimer,1849,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034277-3,Deutscher Zollverein,,
bsb11034280,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022398179707356-13171,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1852,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 a-1848/60",Berlin : Reimer,1852,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034280-1,Deutscher Zollverein,,
bsb11034281,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022398229707356-2531,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1853,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 a-1848/60",Berlin : Reimer,1853,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034281-6,Deutscher Zollverein,,
bsb11034284,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022398369707356-27086,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1856,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 a-1848/60",Berlin : Reimer,1856,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034284-2,Deutscher Zollverein,,
bsb11034278,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022398079707356-41038,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1850,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 a-1848/60",Berlin : Reimer,1850,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034278-8,Deutscher Zollverein,,
bsb11034282,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022398269707356-64243,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1854,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 a-1848/60",Berlin : Reimer,1854,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034282-1,Deutscher Zollverein,,
bsb11034283,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022398309707356-58198,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1855,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 a-1848/60",Berlin : Reimer,1855,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034283-7,Deutscher Zollverein,,
bsb11034285,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022398409707356-56032,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1857,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 a-1848/60",Berlin : Reimer,1857,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034285-7,Deutscher Zollverein,,
bsb11034287,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022398549707356-47821,2024-07-23,"Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine. Nummer 2, Uebersicht des Waaren-Einganges auf dem Rhein und der Mosel : für das Jahr ... / 1859","zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zoll-Vereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 a-1848/60",Berlin : Reimer,1859,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034287-8,Deutscher Zollverein,,
bsb11034288,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022398589707356-61438,2024-07-03,"Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine. Nummer 2, Uebersicht des Waaren-Einganges auf dem Rhein und der Mosel : für das Jahr ... / 1860","zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zoll-Vereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 a-1848/60",Berlin : Reimer,1860,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034288-3,Deutscher Zollverein,,
bsb11160425,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV020195289-61152,2022-07-29,Getreide-Preis-Rechnung für den Getreide-Kauf nach dem amtlichen Gewichte in IV Tabellen : Bearbeitet von J. B. Fieger,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 72 r",Augsburg : Jenisch & Stage,1873,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11160425-6,,"Fieger, J. B.",
bsb11507405,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991020888139707356-43678,2024-07-03,Statistique de la navigation par le canal de Suez / 1881 (1883),"Ministère de l'Intérieur, Direction de la Statistique | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 f-1880/82",Le Caire : Imprimerie Nationale de Boulaq,1883,fre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507405-0,,,
bsb10290796,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV001575616-36190,2021-11-30,"Ausführliche Rechnungs-Tabellen über die Erhebung der Ein-, Aus- und Durchgangs-Abgaben in d. K. preuß. und der mit dessen Zollsystem verbund. Staaten","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 75 pn#Beibd.1",Köln a. Rh. : Schlösser,1829,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10290796-3,,"Förster, Heinrich",
bsb11034274,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022399219707356-38130,2024-07-23,"Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine. Nummer 6, Übersicht der Waaren-Mengen und sonstigen Gegenstände, wofür in den einzelnen Hauptamtsbezirken des Gesammt-Zollvereins im Jahre ... Durchgangs-Abgaben erhoben worden sind / 1859","zsgest. von d. Central-Büreau d. Zoll-Vereins | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701-1848/60",Berlin : Reimer,1859,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034274-7,Deutscher Zollverein,,
bsb11507310,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014499019707356-52628,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1888, 1. Jan. - 31. März","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1888,3/5",Roma : [Verlag nicht ermittelbar],1888,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507310-4,,,
