bsb,oai_identifier,datestamp,title,description,publisher,date,language,type,identifier,contributor,creator,subject
bsb10684822,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV001615606-6556,2022-07-09,Adpendicula Altera Ad Mvmismata Græca Popvlorvm Et Vrbivm : A Jacobo Gesnero Tabulis Aeneis Repraesentata,"Autore Josepho Khell ... | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Num.ant. 83",Vindobona : de Trattner,1764,lat,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10684822-9,"Trattner, Johann Thomas von","Khell von Khellburg, Josef","Numismatics, Greek"
bsb11039516,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991001024109707356-34869,2024-07-03,Jahrbücher für Nationalökonomie und Statistik : = Journal of economics and statistics / 20. 1873,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 76 id-20",Jena : Mauke,1873,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11039516-5,,,Jahrbücher für Nationalökonomie und Statistik | Geschichte 1963-2013 | Wirtschaftspolitik | Wirtschaftsindikator | Volkswirtschaftslehre | Wirtschaftstheorie
bsb10214018,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV021192072-55129,2021-11-09,"Tabellen zur schnellen und sichern Ermittlung der Zinsen zu 3, 4 und 5% pro Anno von jedem Tage eines zu 180 Tagen gerechneten halben Jahres in den in Deutschland, England, Frankreich, Russland, den vereinigten Staaten und mehrern andern Ländern gebräuchlichsten Rechnungsmünzen für den gesammten Handelsstand und für Capitalisten / 1","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Merc. 28 k-1/3",Leipzig : B. Tauchnitz,1841,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10214018-2,,,
bsb10291535,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV014553866-25193,2023-02-17,Beiträge zur Geschichte und Statistik der deutschen Messen,"von F. E. F. Philippi, Ober-Regierungs-Rathe | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 183 m",Frankfurt a.d.O. : Harnecker,1857,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10291535-5,,"Philippi, F. E.","Markets, Germany | Messe | Geschichte | Handel | Deutschland | Germany, Fairs | Deutschland"
bsb10388360,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991001023529707356-35621,2024-07-03,Jahrbücher für Nationalökonomie und Statistik : = Journal of economics and statistics / 10. 1868,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 76 id-10",Jena : Mauke,1868,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10388360-0,,,Jahrbücher für Nationalökonomie und Statistik | Geschichte 1963-2013 | Wirtschaftspolitik | Wirtschaftsindikator | Volkswirtschaftslehre | Wirtschaftstheorie
bsb10388393,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991009706269707356-16523,2024-07-02,Journal des économistes : revue bimensuelle de la science économique et de la statistique / 17. 1858 = 17 = Année 5,"Société d'Economie Politique | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 77 o,2-17",Paris,1858,fre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10388393-7,,,
bsb10388399,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991009706559707356-4696,2024-07-02,Journal des économistes : revue bimensuelle de la science économique et de la statistique / 23. 1859 = 18 = Année 6,"Société d'Economie Politique | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 77 o,2-23",Paris,1859,fre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10388399-4,,,
bsb11039512,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991001023859707356-48545,2024-07-03,Jahrbücher für Nationalökonomie und Statistik : = Journal of economics and statistics / 16. 1871,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 76 id-16",Jena : Mauke,1871,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11039512-3,,,Jahrbücher für Nationalökonomie und Statistik | Geschichte 1963-2013 | Wirtschaftspolitik | Wirtschaftsindikator | Volkswirtschaftslehre | Wirtschaftstheorie
bsb11187742,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV014170696-48572,2022-07-28,Resolvirungs-Tabellen zur Umwandlung der süddeutschen Währung in die neue Reichswährung,"berechnet und zsgest.: Gustav Neuner | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 278-14",München : Straub,1874,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11187742-0,,"Neuner, Gustav",
bsb11366231,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014498839707356-18723,2024-07-03,"Statistica del commercio speciale di importazione e di esportazione / 1878, 1. Jan. - 30. Sept.","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1878,9",Roma : [Verlag nicht ermittelbar],1878,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11366231-9,,,
bsb10388395,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991009706379707356-58618,2024-07-03,Journal des économistes : revue bimensuelle de la science économique et de la statistique / 19. 1858 = 17 = Année 5,"Société d'Economie Politique | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 77 o,2-19",Paris,1858,fre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10388395-8,,,
bsb10388982,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV010137852-61299,2021-11-08,"Genau ausgerechnete Tabellen über den mit dem ersten Februar 1809 in ganz Bayern allgemein eingeführten Fleischaufschlag : zum sehr bequemen Gebrauche für königlich bay'rische Oberaufschläger, Kontrolleurs, Rechnungskommissäre, Polizeybeamten, Unteraufschläger, Metzger, Bräuer, Wirthe, Köche und alle, welche der Fleischaufschlag interessiret","verf. von dem Hrsg. des neuen Kammeralisten [i.e. Johann K. Rettenmayer] | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 612 p#Beibd.1",Kempten : Dannheimer,1809,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10388982-9,,"Rettenmayer, Johann K.",
bsb10624161,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022397549707356-36573,2024-07-01,"Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine. Nummer 8, Haupt-Uebersicht des Gesammt-Handels des Zoll-Vereins und der einzelnen Zoll-Vereins-Staaten : für das Jahr ... / 1868","zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zoll-Vereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Merc. 32 k,III-1866/68",Berlin : Reimer,1868,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10624161-0,Deutscher Zollverein,,
bsb11309607,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV020191466-44066,2022-01-05,"Universal-Umrechner der süddeutschen Währung in die Reichs-Münzwährung : Unentbehrliche Hilfstabellen für Civil- und Militair-Cassaverwaltungen namentlich zur Umrechnung der Einhebe-Register für Steuern, Kreis- und Gemeinde-Umlagen und Stiftungs-Gefälle nach der neuen Reichs-Münzwährung","genauest berechnet von G. Fasching | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 29 x",Bamberg : Buchner,1875,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11309607-0,,"Fasching, Georg",
bsb11318874,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV020151924-49330,2023-01-18,"Catalog der reichhaltigen Rudolph'schen Münz-Sammlung (Universell), verbunden mit der gewählten Sammlung römischer und griechischer Münzen des Herrn Baron R. von Wildenstein, ferner der vortrefflichen Serie Frankfurter Münzen und Medaillen des sel. Herrn Eduard Zoller, sowie der ausgezeichneten Suite deutscher Städtemünzen und Transatlantica aus der Sammlung des Herrn Oberamtmann Stölting in Celle : Mit einer Tafel Abbildungen : Die öffentl. Versteigerung beginnt Montag, den 6. September 1875 unter Leitung des Experten Adolph Hess ...","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Num.ant. 186 c",Frankfurt a. M. : Isaac St. Goar'sche Buchhandlung,1875,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11318874-2,"Adolph Hess, Münzenhandlung",,
bsb11387328,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991001024889707356-11710,2024-07-02,Jahrbücher für Nationalökonomie und Statistik : = Journal of economics and statistics / 33. 1879,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 76 id-33",Jena : Dufft,1879,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11387328-1,,,Jahrbücher für Nationalökonomie und Statistik | Geschichte 1963-2013 | Wirtschaftspolitik | Wirtschaftsindikator | Volkswirtschaftslehre | Wirtschaftstheorie
bsb11507992,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991011739299707356-8781,2024-07-01,"Nachrichten über Industrie, Handel und Verkehr aus dem Statistischen Departement im K.K. Handelsministerium / 29. 1883 (1884), H. 1","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 708 m-29,1",Wien : Verl. der Kaiserl.-Königl. Hof- und Staatsdr.,1884,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507992-9,,"Österreich, Handelsministerium",
bsb10388384,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991009705809707356-5171,2024-07-03,"Journal des économistes : revue bimensuelle de la science économique et de la statistique / 23. 1849, Apr. Juli = Année 8","Société d'Economie Politique | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 77 o-23",Paris,1849,fre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10388384-1,,,
bsb10388394,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991009706329707356-55291,2024-07-02,Journal des économistes : revue bimensuelle de la science économique et de la statistique / 18. 1858 = 17 = Année 5,"Société d'Economie Politique | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 77 o,2-18",Paris,1858,fre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10388394-2,,,
bsb11355807,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991001024629707356-7223,2024-07-01,Jahrbücher für Nationalökonomie und Statistik : = Journal of economics and statistics / 29. 1877,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 76 id-29",Jena : Dufft,1877,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11355807-6,,,Jahrbücher für Nationalökonomie und Statistik | Geschichte 1963-2013 | Wirtschaftspolitik | Wirtschaftsindikator | Volkswirtschaftslehre | Wirtschaftstheorie
bsb10624159,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022397409707356-34661,2024-07-23,"Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine. Nummer 8, Haupt-Uebersicht des Gesammt-Handels des Zoll-Vereins und der einzelnen Zoll-Vereins-Staaten : für das Jahr ... / 1866","zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zoll-Vereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Merc. 32 k,III-1866/68",Berlin : Reimer,1866,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10624159-2,Deutscher Zollverein,,
bsb11370547,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991001024669707356-19443,2024-07-03,Jahrbücher für Nationalökonomie und Statistik : = Journal of economics and statistics / 30. 1878,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 76 id-30",Jena : Dufft,1878,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11370547-6,,,Jahrbücher für Nationalökonomie und Statistik | Geschichte 1963-2013 | Wirtschaftspolitik | Wirtschaftsindikator | Volkswirtschaftslehre | Wirtschaftstheorie
bsb10227418,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV001455376-28232,2021-11-06,"Jürgen Elert Krusens, verordneten Schulhalters zu St. Nicolai in Hamburg, Allgemeiner und besonders Hamburgischer Contorist / 1 : welcher von den Währungen, Münzen, Gewichten, Maaßen, Wechsel-Arten und Usanzen der vornehmsten in und ausser Europa gelegenen Städte und Länder, nicht nur eine umständliche Nachricht ertheilet; sondern auch solche beschriebene Münz-Sorten, Gewichte und Maaßen, zuförderst gegen die, so zu Hamburg, hiernächst aber, in angegebenen Tabellen, auch gegen die, so an andern Orten gebräuchlich sind, genau vergleichet","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 53 c-1",Hamburg : Verfasser,1771,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10227418-2,"Wördemann, Johann Gerhard","Kruse, Jürgen Elert",
bsb11179252,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV006022986-50477,2025-01-18,Umrechnungs-Tabellen für die süddeutsche Währung in die Reichswährung und für die Reichswährung in süddeutsche Währung,"vom k. bayr. Staatsministerium der Finanzen hrsg. und für die k. bayr. Finanzbehörden zum amtlichen Gebrauch bestimmt | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 109 s",München : Straub,1874,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11179252-3,"Bayern, Bayerisches Staatsministerium der Finanzen",,
bsb10292143,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV020275281-59026,2022-07-30,"Tabellen der Durchfuhr Zoll-Sätze, welche vom 1. Oct. 1851 ab beim Transit durch das Zollvereins-Gebiet zur Anwendung kommen","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 275-22",Köln : Eisen,1852,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10292143-4,,"Köllner, Frdr.",
bsb11358840,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV021044742-50863,2022-03-02,Baumwoll-Paritäts-Tabellen,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 262 o",Augsburg : Selbstverl. d. Verf.,1877,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11358840-5,,"Welsch, C.",
bsb11508027,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV020132477-48725,2023-10-25,"Flüssigkeits-, Getreide- und Kubikmass-Tabellen der europäischen Länder unter besonderer Berücksichtigung der alten Masse sämmtlicher deutscher und der übrigen europäischen Länder im Grössenverhältnisse zum Litermasse gegeben : In 8 Haupttafeln zusammen 44 Tabellen umfassend mit den ausführlichsten Erklärungen und Beispielen zu Jedermanns Gebrauch praktisch eingerichtet. Für den Illustrierten Anzeiger entworfen und bearbeitet von Jos. Blater","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 713 s",Neustadt-Leipzig : Adolf Henze,1886,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11508027-6,,"Blater, Jos.",
bsb11034316,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022399369707356-30894,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1849,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 e-1848/60",Berlin : Reimer,1849,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034316-1,Deutscher Zollverein,,
bsb11034317,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022399399707356-26833,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1850,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 e-1848/60",Berlin : Reimer,1850,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034317-7,Deutscher Zollverein,,
bsb11507309,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014498929707356-23723,2024-07-01,"Statistica del commercio speciale di importazione e di esportazione / 1888, 1. Jan. - 29. Febr.","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1888,1/2",Roma : [Verlag nicht ermittelbar],1888,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507309-1,,,
bsb11034315,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022399319707356-52978,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1848,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 e-1848/60",Berlin : Reimer,1848,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034315-6,Deutscher Zollverein,,
bsb11034327,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022399939707356-2276,2024-07-02,"Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine. Nummer 14, Uebersicht des Zustandes der laufenden Conti der Grosshandlungen : für das Jahr ... / 1860","zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zoll-Vereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 e-1848/60",Berlin : Reimer,1860,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034327-2,Deutscher Zollverein,,
bsb11507308,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991014498879707356-53814,2024-07-22,"Statistica del commercio speciale di importazione e di esportazione / 1888, 1. - 31. Jan.","Istituto Centrale di Statistica del Regno d'Italia | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 101 e-1888,1/2",Roma : [Verlag nicht ermittelbar],1888,ita,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507308-1,,,
bsb10291480,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV020339687-44347,2022-05-03,"Kaufmännische Berichte, gesammelt auf einer Reise um die Welt mit der Kriegs-Corvette Galathea in den Jahren 1845, 46 und 47 : Ein Handbuch für Handels- u. Gewerbs-Statistik","Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Merc. 170 i",Hamburg : Perthes,1849,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10291480-9,,"Nopitsch, Wilhelm Hermann",
bsb11034322,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991022399699707356-14110,2024-07-23,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1855,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 e-1848/60",Berlin : Reimer,1855,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034322-5,Deutscher Zollverein,,
bsb10388390,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991009706149707356-4122,2024-07-03,Journal des économistes : revue bimensuelle de la science économique et de la statistique / 14. 1857 = 16 = Année 4,"Société d'Economie Politique | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 77 o,2-14",Paris,1857,fre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10388390-1,,,
bsb11507065,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991005260799707356-8098,2024-07-23,"Imperial Maritime Customs. 1, Statistical series. Nr. 3 and 4, Returns of trade and trade reports / 1886 (1887) = issue 22 = issue 28","China. publ. by order of the Inspector General of Customs | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 22 tb-1886",Shanghai,1887,eng,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507065-1,,"China, Haiguan-Zongshui-Wusishu",
bsb11355829,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991004747639707356-33444,2024-07-02,"Bulletin de statistique et de législation comparée / 1. 1877,4 = Apr.","République Française, Ministère des Finances | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 237-1,4",Paris : Impr. Nationale,1877,fre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11355829-2,"Frankreich, Ministère des finances",,
bsb10388696,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991018744039707356-7993,2024-07-03,Historisch-statistisches Jahrbuch in Bezug auf Nationalindustrie und Staatswirthschaft mit besondrer Berücksichtigung Deutschlands und des Preußischen Staats / 1. 1830/31 (1834),"von Friedrich Benedict Weber | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 180 x-1",Breslau : Max,1834,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10388696-9,"Weber, Friedrich Benedict",,
bsb10710569,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV013998884-56884,2024-11-02,"Des Teutschen Reichs Münz-Archiv : Bestehend in einer Sammlung Kayserl. und Reichs-Münz-Gesetze, Ordnungen, Privilegien über das Münz-Recht, Kayserl. Rescripten, Reichs-Gutachten, Commissions-Decreten, Münz-Probations-Reichs- und Crayß-Tags-Abschiede, auch einzeler Chur- und Fürsten unter sich, und mit denen vornehmsten Reichs-Städten errichteter Münz-Vereinigungen, Edicten, Valvations-Tabellen [et]c. ; nebst zuverläßigen Nachrichten, vom Teutschen Münz-Wesen überhaupt, in ältern, mittlern und neuern Zeiten, aus Archiven und Original-Actis publicis, in chronologischer Ordnung / 8 : ... enthaltend die bißhero weiters ausfindig gemachte wichtigste Urkunden im Münzwesen, und besonders den errichteten neuen Conventions- oder 20. fl. Fuß, den Augspurgischen Münz-Probations-Tags-Recess und den Beytritt ein und anderer Crayse, dann sonstig merkwürdige Schrifften","dem Publico zum Besten, zusammen getragen, und mit einem Real-Indice versehen, von Johann Christoph Hirsch, Fürstl. Brandenb. Onolzbachischen Hof-Cammer- und Landschafts-Rath auch Münz-Inspectore | Titelbl. in Schwarz- und Rotdruck | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- BHS X 148-8",Nürnberg : Felßecker,1766,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10710569-7,"Hirsch, Johann Christoph",,
bsb11034293,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991021083699707356-17752,2024-07-22,Statistische Uebersichten über Waaren-Verkehr und Zoll-Ertrag im Deutschen Zoll-Vereine : für das Jahr ... / 1852,"zsgest. von dem Central-Bureau des Zoll-Vereins nach den amtlichen Mittheilungen der Zollvereins-Staaten | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 701 c-1848/60",Berlin : Reimer,1852,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11034293-8,Deutscher Zollverein,,
bsb11455901,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV020170065-51019,2024-07-24,La dépression économique et sociale et l'histoire des prix : Table des diagrammes. 1892. (1 Bl. 37 dürgr. Tafel.),"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 2 Cam. 1 h",Ixelles-Bruxelles : Imprimerie générale G. J. Huysmans,1895,fre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11455901-0,,"Denis, Hector",
bsb11481291,oai:bdr.oai.bsb-muenchen.de:all:BDR-BV020667967-7742,2022-07-13,Drucksachen der Kommission für Arbeiterstatistik : Erhebungen. [1. 2 m. d. Tit.:] Arbeiterstatistik. Bearbeitet im Kaiserlichen Statistischen Amt / 4,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Cam. 5 ob-4",Berlin : Buchdr. W. Koebke [Später:] Carl Heymann,1894,und,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11481291-5,,,
bsb11507071,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991005261049707356-46579,2024-07-22,"Imperial Maritime Customs. 1, Statistical series. Nr. 3 and 4, Returns of trade and trade reports / 1892 (1893) = issue 28 = issue 34","China. publ. by order of the Inspector General of Customs | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 22 tb-1892",Shanghai,1893,eng,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507071-5,,"China, Haiguan-Zongshui-Wusishu",
bsb10388355,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991001023299707356-27733,2024-07-02,Jahrbücher für Nationalökonomie und Statistik : = Journal of economics and statistics / 6. 1866,"Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 76 id-6",Jena : Mauke,1866,ger,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10388355-1,,,Jahrbücher für Nationalökonomie und Statistik | Geschichte 1963-2013 | Wirtschaftspolitik | Wirtschaftsindikator | Volkswirtschaftslehre | Wirtschaftstheorie
bsb11355830,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991004747669707356-17958,2024-07-02,"Bulletin de statistique et de législation comparée / 1. 1877,6 = Juni","République Française, Ministère des Finances | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- Cam. 237-1,6",Paris : Impr. Nationale,1877,fre,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11355830-4,"Frankreich, Ministère des finances",,
bsb11507067,oai:bdr.oai.bsb-muenchen.de:all:BDR-BSBe991005260869707356-28706,2024-07-23,"Imperial Maritime Customs. 1, Statistical series. Nr. 3 and 4, Returns of trade and trade reports / 1888 (1889) = issue 24 = issue 30","China. publ. by order of the Inspector General of Customs | Volltext // Exemplar mit der Signatur: München, Bayerische Staatsbibliothek -- 4 Merc. 22 tb-1888",Shanghai,1889,eng,Text,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11507067-2,,"China, Haiguan-Zongshui-Wusishu",
